"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 08 18:30:58 BST 2023","Mon May 08 18:31:11 BST 2023","12411","","Partnerize Acceptance Test","","","","E2E Journey",""
